message_id,from_id,date,message_text
13047,,2024-09-23 10:55:16+00:00,"Brand #Delta EUROPE MINI OVEN *BEST QUALITY *4 ኤሌክትሪክ *ግሪል አሩስቶ መስሪያ *2 ባትራ ያለዉ *ለዳቦ ለፒዛ ለኬክ እና ስጋ መጥበስ ያሚያስችል #High capacity #Power indicator light #40-225°c temprature #1500 w
   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  47 ሺ

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13046,,2024-09-23 10:54:42+00:00,
13045,,2024-09-23 10:54:42+00:00,
13044,,2024-09-23 10:54:42+00:00,Brand #Delta EUROPE MINI OVEN *BEST QUALITY *4 ኤሌክትሪክ *ግሪል አሩስቶ መስሪያ *2 ባትራ ያለዉ *ለዳቦ ለፒዛ ለኬክ እና ስጋ መጥበስ ያሚያስችል #High capacity #Power indicator light #40-225°c temprature #1500 w
13043,,2024-09-23 03:09:30+00:00,"ገብቷል 

LG fridge 

308 liter
🎯 ፍን ሲስተም ያለው በረዶ የማይዝ
🎯 ዝቅተኛ ድምፅ
🎯 ሀይል ቆጣቢ
🎯 ዋስትና  ያለው

89,000 birr

☎️ +251920673552"
13042,,2024-09-23 03:09:30+00:00,WC TOILET RACK
13041,,2024-09-23 03:09:29+00:00,"🎯  WC Toilet  Rack

👉 የመፀዳጃ ቤት ዕቃዎች  መደርደሪያ
👉 ጠንካራ ብረት
👉 ሼልፉ የላሜራ 
👉 ብዙ ነገሮችን ያስቀምጡበታል
👉 አገጣጠሙ ቀላል
👉 በራሱ የሚቆም
👍 1.60ሜትር ቁመት፣ 50ሣሜ ስፋት እና ሰፊው አካሉ  25ሣሜ ጥልቀት ያለው
👉 ለኮንዶሚኒየም/አፓርታማ ቤቶች የሚፈለግ
🎯 3500 ብር"
13040,,2024-09-23 03:09:29+00:00,"👆 ለልጆች ለ ት/ቤት ለምሳቃ ለመክሰስ የሚሆን
sonashi 7 in 1 snack maker

🔘ዘይት እና ሀይል ቆጣቢ 
👇7 አይነት መቀያየሪያ ያለው 
🍪ብስኩቶች መስሪያ ፣ ዋፍልበ ፣ ግሪል 
🍩ዶናት መስሪያ
🍪ኩኪስ መስሪያ 
🥪ሳንድዊች መስሪያ
🍔የበርገር ስጋ እንዲሁም ስቴክ መጥበሻ

ውስን ፍሬ ነው ያለው  ❌❌
< Limited Stock ❌


   💦 ዋጋ፦ ✅ 

🏢 አድራሻ  👇👇👇

🔰  ኮልፌ አጠናተራ ሱ,ቁ 095 ወይም 046

🔰  ቤተል አደባባይ  ኑረዲን ሱፐር ማርኬት ከፍ ብሎ  

🚘 ያሉበት ድረስ በነፃ እናመጣለን

👉 የመረጡትን እቃ በውስጥ መስመር ለማውራት      👉  @abdulihake  👈 ይንኩት

☎️ በስልክ ለማዘዝ👇👇👇
   
☎️ +251920673552 
  ☎️  +251945540673

📩 Telegram 👇👇👇 ነጃሺ ኦላይን 
@nejashimarketingcenter 
@nejashimarketingcenter

👆👆 ነጃሺ Online ለወዳጅ ዘመዶ ይላኩ ይሸምቱ ፣ ይደሰቱ፣ ጊዜዎን ይቆጥቡ"
13039,,2024-09-21 16:13:55+00:00,"➡Kemei® Hair clippers 

👆 ለልጁ ለአዋቂ የሚሆን የፀጉር ማንሻ

➡ ቻርጁ ከ 4 ሰአት በላይ መቆየት የሚችል!!
➡ መብራት ጠፋ ብሎ መጨነቅ ቀረ!
➡ ለስራዎም ፣ ለቤትም፣ ለልጅ፣ ለአዋቂም
       ይሆናል።
➲have Digital battery percentage
    indicator                    
➲Can use in AC + DC mode   

➲Super sharp cutting blade                    
➲Professional quality                    
➲4 sizing comb clips &White color                    
➲Light weight                    
➲Easy to carry & cut hair

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  2800

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13038,,2024-09-21 12:06:39+00:00,
13037,,2024-09-21 11:59:18+00:00,"ዋው  ለስራ ቢሉ ለቤት ኦርጅናል እቃ
Sokany 
Espresso coffee maker
2,0 L
1560 w


   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅   80 ሺ

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13036,,2024-09-20 10:55:22+00:00,
13035,,2024-09-20 10:55:22+00:00,
13034,,2024-09-20 10:55:22+00:00,"ተከፈተ   

 ኦርጅናል አረቢያን መጅሊሶች

➗  በጥራት ፣ በጥንካሬ ፣ በታማኝነት ፣ ቃላችን ጠብቀን  በፈለጉት ሰአት እናስረክባለን 
➗   ሳይጭበረበሩ ከ TOP አረቢያን መጅሊስ 

☎️ +251930658474

👇 TOP አረቢያን መጅሊስ  ከ ነጃሺ online shop  ጋር በመተባበር

https://t.me/topArabianMajlis
https://t.me/topArabianMajlis"
13033,,2024-09-19 08:20:47+00:00,
13032,,2024-09-19 08:20:47+00:00,
13031,,2024-09-19 08:20:47+00:00,
13030,,2024-09-19 08:20:46+00:00,"📣  Glass Mug with Straw

✔️ አራት ማዕዘን ቅርፅ ያለው ማግ
✔️ ቀዝቃዛና ትኩስ ነገሮችን ይጠጡበታል
✔️350ml  የሚይዝ

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  950 ብር

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13029,,2024-09-18 13:55:22+00:00,
13028,,2024-09-18 13:55:22+00:00,"🔠original chaving dish
🔠የወጥ ማቅረቢያ ቼቪንግ ዲሽ
🔠3 የተለያየ መጠን ያላቸዉ
🔠 ከስር ማሞቂያ የሻማ/አልኮል/ ቦታ ያለዉ
🔠 ጠንካራ፣ የማይለቅ፣ጎልደን ከለር የብረት ማስቀመጫ ያለዉ
🔠በጣም ማራኪና ዉብ እቃ
🔠በነጭና በጥቁር ከለር የቀረበ
🔠ለቤትው ተጨማሪ ድምቀት የሚሆን

        🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  12,800

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13027,,2024-09-18 11:29:35+00:00,"👆 በጠየቃችሁን መሰረት ዘመናዊ አጎበር አመጣንላቹ

Two Stands Rail Mosquito Nets in
Visit
Central Division - Home..."
13026,,2024-09-18 11:28:09+00:00,"👆 በጠየቃችሁን መሰረት ዘመናዊ አጎበር አመጣንላቹ

Two Stands Rail Mosquito Nets in
Visit
Central Division - Home..."
13025,,2024-09-18 10:23:43+00:00,"💥3.6L Glass dispenser jar with Bamboo stand

🍷ለተለያዩ መጠጦች ማቅረቢያ
🍷3.6 ሊትር የመያዝ አቅም ያለው
🍷ማራኪ እና በዉብ ዲዛይን
🍷ለቤትዎ ተጨማሪ ድምቀት የሚሆን
   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅   3200

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/
 "
13024,,2024-09-18 08:51:04+00:00,
13023,,2024-09-18 08:51:03+00:00,"Saachi 3in1 Blender (2 Big jar)

ሳቺ የጁስ እና የቡና መፍጫ(ባለ 2ቱ ጆግ)
👉3 attachments 

1️⃣glass jar (የብርጭቆ ጆግ)
2️⃣plastic jar (የፕላስቲክ ጆክ)
3️⃣mill glass (የቡና ትንሻ ግላስ)

🅰️4 speed control with pulse function
🅱️1.5 litres jar capacity
©️Clear glass and plastic container
🔠Metal lined grinding mill
🔠Long-life stainless steel cutting blades
🫡Auto clean system""

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13022,,2024-09-18 08:35:05+00:00,"💥Shake N Take 3 Juice Smoothie Blender

      💯 quality

📣 Shake 'n Take Fruit Juice Blender

✔️ቀጥታ በሶኬት ገመድ ተሰክቶ የሚሰራ
✔️ የፍራፍሬ እና ሼክ ጁሶችን ለማዘጋጀት ተመራጥ 
✔️ ለቤትና ለቢሮ አገልግሎት የሚሆን
✔️ ለልጆችዎ ፈጣን ጁስ ለማዘጋጀት
✔️500ml የሚይዙ ጆጎቹ እንደመጠጫ ኮዳ ስለሚያገለግል ያዘጋጁት ጁስ የትም ቦታ ሆነው ለመጎንጨ ይመቻል
✔️ የተለያየ ቀለም አማራጭ ያለው

🔠portable 
🔠Grinder with 2 Jar
🔠mini and convenience 
🔠super powerful blender crushes ice instantly
🔠available in different colors

    
   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13021,,2024-09-18 08:25:27+00:00,
13020,,2024-09-18 08:25:27+00:00,"💫💫Saachi 3 in 1 ORIGINAL የጁስ+የሽንኩርት+የቡና 600 WATT
1️⃣1.6 litre high capacity plastic jar
2️⃣2 speed control with pulse
3️⃣Full safety switch
4️⃣Powerful motor
5️⃣Ultra sharp blade
6️⃣Rotary switch for easy operate
7️⃣Plastic lined grinding mill

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13019,,2024-09-18 07:01:42+00:00,"📣 akeL Midi Oven

1️⃣ 38 ሊትር የሚይዝ ኦቮን
2️⃣ ከቱርክ ሃገር ተመርቶ የመጣ
3️⃣ አንድ ክብና አንድ አራት ማዕዘን ፓትራ
4️⃣ ታይመር ያለው፤ ጥቁር ቀለም ቅብ
5️⃣እያንዳንዳቸው 1000watt ሃይል የሚጠቀሙ የሸክላ ስቶቭ ያለው

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  13,800

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13018,,2024-09-18 06:53:12+00:00,"1️⃣ የልብስ የጫማ ማጠቢያ ማሽን
Sanford Mini Washing Machine 4 kg
4 kg  የሚያጥብ
2 kg የመጭመቅ አቅም ያለው
🔠 የህፃናት ዩኒፎርም 
🔠 ቲሸርት ፣ ቁምጣ  
🔠የአራስ ቤት ልብሶች
🔠 ካልሲ ፣ ሸሚዝ
🔠 ጫማ የሚያጥብ
🔠220v በመሆኑ በማንኛውም ሶኬት የሚጠቀሙበት
   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13017,,2024-09-18 06:26:50+00:00,
13016,,2024-09-18 06:26:50+00:00,
13015,,2024-09-18 06:26:50+00:00,"📣 SILVER CREST MULTIFUNCTIONAL KITCHEN MACHINE

1️⃣ 3 አይነት አገልግሎት የሚሰጥ
2️⃣ አነስተኛ ሊጥ ያሻል ፤ ያቦካል
3️⃣ስጋ እና ሽንኩርት አድቅቆ ይፈጫል
🔠3000 watt ሃይል የሚጠቀም ጉልበታም ኦሪጅናል ዕቃ
4️⃣7 ሊትር የሚይዝ የብረት ቋት
5️⃣ ባለ አምስት ምላጭ ስጋና ሽንኩርት መፍጪያ
6️⃣ መለኪያ እና መቀበያ ኩባያዎች አሉት
7️⃣ ፊውዝ ያለው ባለ 3 ሶኬት

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  4700 birr

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13014,,2024-09-17 20:20:27+00:00,"4 IN 1 HAND BLENDER

👉 የህፃናት  ምግብ ለማዘጋጀት የሚፈለግ
👉 ጁስ፣ሽንኩርት፣ ስጋ እና አትክልቶችን ይፈጩበታል
👉 እንቁላልና ክሬም ይመቱበታል
👉 300Watt ጉልበት ያለው

💦 ዋጋ፦ ✅ 3100  ብር

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13013,,2024-09-16 19:57:07+00:00,
13012,,2024-09-16 19:57:07+00:00,
13011,,2024-09-16 19:57:07+00:00,"የሚፈልጉትን  እቃ ይዘዙን

__ቤቶ ድረስ በነፃ እናመጣለን
ታማኝነታችን ለ ህዝባችን__
ጥራት፣ ምቹ ፣ቀልጣፍ ፣ ታማኝነት ከ ነጃሺ online shop ያገኛሉ

ለወዳጅ ዘመዶ ነጃሺን ያስተዋውቁልን ስላደረጋቹልን ሁሉ 🙏 ነገር እናመሰግናለን
👇👇 nejashi online shop 
https://t.me/nejashionlinemarketing
https://t.me/nejashionlinemarketing
ሀሳብ ፣ አስተያየት እንቀበላለን @abdulihake"
13010,,2024-09-16 12:37:15+00:00,
13009,,2024-09-16 12:37:15+00:00,"👆 ለልጆት ለ ት/ቤት መብራት ጠፍ አልጠፍ ብለው ሳይሳቀቁ ፈጣን እና አስተማማኝ የሆነውን ስሊንደር ይጠቀሙ

🎯 ሲሊንደር

እኛም ነጃሺዎች ይህን በማሰብ ሲሊንደር አዘጋጅተናል

በ 2 ኬጂ   3500 ብር
በ 3 ኬጂ   4200 ብር
በ 4 ኬጂ   4800  ብር
በ 6 ኬጂ   5800 ብር

   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
13008,,2024-09-14 12:01:14+00:00,
13007,,2024-09-14 12:01:07+00:00,"   🎁💝🤭 ከ 3 ሺ ብር ጀምረው ሲገዙ ስጦታ በነፃ አዘጋጅተናል 🎁🎁

💦 ዋጋ፦ ✅  

👉 የመረጡትን እቃ በውስጥ መስመር ይላኩልን👉👉 @abdulihake

📱📱 አድራሻ 
1️⃣ኮልፌ አጠናተራ ሱ,ቁ095ወይም046
2️⃣ቤተል አደባባይ  
🚘🚚ያሉበት ድረስ በነፃ እናመጣለን

☎️ +251920673552/0945540673

📱@nejashionlinemarketing
📱 tiktok.com/@nejashi_online_shop
🌐https://nejashionlineshop.com/"
